Timestamp;EURAEDFIXMP=WM;EURBAMFIXMP=WM;EURCNYFIXMP=WM;EURILSFIXMP=WM;EURINRFIXMP=WM;EURJODFIXMP=WM;EURKESFIXMP=WM;EURKRWFIXMP=WM;EURKWDFIXMP=WM;EURMADFIXMP=WM;EURMDLFIXMP=WM;EURMKDFIXMP=WM;EURMXNFIXMP=WM;EURPHPFIXMP=WM;EURRSDFIXMP=WM;EURSARFIXMP=WM;EURTHBFIXMP=WM;EURTNDFIXMP=WM;EURTWDFIXMP=WM
2025-11-03 11:00:00;4,2299;;8,2017;3,7527;102,2528;0,8163;148,9;1646,38;0,3538;10,7304;;61,5802;21,3316;67,7008;117,2216;4,3191;37,4171;3,4046;35,5031
2025-11-04 10:00:00;4,2252;;8,1964;3,7559;102,0023;0,8156;148,69;1653,83;0,3536;10,7074;;61,5806;21,4124;67,3496;117,2271;4,3145;37,4214;3,3981;35,5255
2025-11-04 11:00:00;4,2204;;8,188;3,7527;101,887;0,8147;148,52;1653,45;0,3532;10,703;;61,5819;21,3761;67,2735;117,2251;4,3096;37,3768;3,3931;35,4854
2025-11-05 10:00:00;4,2178;;8,1849;3,7616;101,8192;0,8144;148,37;1659,58;0,353;10,7019;;61,5817;21,4471;67,5616;117,2622;4,3078;37,3804;3,4012;35,5223
2025-11-05 11:00:00;4,2193;;8,1878;3,7632;101,8547;0,8146;148,42;1660,21;0,3531;10,703;;61,581;21,4469;67,5852;117,2564;4,3093;37,3751;3,401;35,5347
2025-11-06 10:00:00;4,2281;;8,1986;3,7415;102,0294;0,8162;148,73;1666,47;0,3536;10,7065;;61,5797;21,4016;67,9131;117,2542;4,318;37,2581;3,4059;35,6131
2025-11-06 11:00:00;4,2306;;8,2028;3,7474;102,0915;0,8167;148,82;1667,0;0,3538;10,7109;;61,5786;21,4151;67,9544;117,2543;4,3206;37,2566;3,4067;35,6348
2025-11-07 10:00:00;4,2424;;8,2256;3,7603;102,4139;0,8185;149,23;1684,17;0,3546;10,7056;;61,5949;21,4005;68,1801;117,2442;4,3321;37,3532;3,4094;35,7927
2025-11-07 11:00:00;4,2451;;8,2302;3,7686;102,4804;0,819;149,33;1687,04;0,3549;10,717;;61,5932;21,4221;68,2243;117,2418;4,3349;37,3797;3,4112;35,8159
2025-11-10 10:00:00;4,2471;;8,2327;3,7424;102,5617;0,8198;149,47;1682,99;0,3552;10,7063;;61,5893;21,253;68,1662;117,2306;4,3368;37,4329;3,4095;35,8095
2025-11-10 11:00:00;4,2467;;8,2319;3,7392;102,5529;0,8197;149,46;1683,53;0,3551;10,7083;;61,5877;21,2536;68,1603;117,2268;4,3364;37,41;3,4077;35,8064
2025-11-11 10:00:00;4,2505;;8,2392;3,7276;102,4861;0,8205;149,52;1695,27;0,3554;10,724;;61,5966;21,2703;68,2384;117,2339;4,3402;37,4775;3,4117;35,8956
2025-11-11 11:00:00;4,2506;;8,2392;3,7255;102,4905;0,8205;149,52;1695,42;0,3554;10,7387;;61,5947;21,2605;68,2414;117,2312;4,3405;37,4965;3,412;35,8971
2025-11-12 10:00:00;4,25;;8,2358;3,7032;102,5652;0,8205;149,5;1697,14;0,3555;10,7529;;61,5821;21,1705;68,478;117,2255;4,3404;37,5791;3,4094;35,9407
2025-11-12 11:00:00;4,2515;;8,2384;3,7019;102,6007;0,8208;149,55;1697,38;0,3556;10,7543;;61,5798;21,1783;68,5017;117,2282;4,3419;37,5771;3,4109;35,9531
2025-11-13 10:00:00;4,2664;;8,2438;3,724;102,995;0,8236;150,1;1702,23;0,3564;10,7591;;61,5782;21,2104;68,564;117,1921;4,3566;37,5464;3,415;36,0874
2025-11-13 11:00:00;4,2628;;8,2358;3,7239;102,9063;0,8229;149,97;1700,63;0,3561;10,7553;;61,5593;21,2019;68,505;117,1883;4,3527;37,5164;3,4129;36,0564
2025-11-14 10:00:00;4,2666;;8,2469;3,7603;103,0831;0,8232;150,14;1694,01;0,3563;10,7406;;61,5813;21,3319;68,5924;117,1851;4,356;37,68;3,4143;36,1804
2025-11-14 11:00:00;4,2677;;8,2495;3,772;103,1097;0,8234;150,19;1694,42;0,3564;10,7377;;61,5822;21,3484;68,6101;117,2042;4,3571;37,7176;3,4169;36,1897
2025-11-17 10:00:00;4,2596;;8,2427;3,7502;102,7944;0,8222;150,04;1695,5;0,3558;10,7054;;61,582;21,2457;68,3677;117,0621;4,3491;37,6729;3,413;36,1397
