Timestamp;EURAED=R;EURBAM=R;EURCNY=;EURILS=TRB;EURINR=;EURJOD=R;EURKES=;EURKRW=R;EURKWD=R;EURMAD=;EURMDL=R;EURMKD=R;EURMXN=TRB;EURPHP=R;EURRSD=R;EURSAR=R;EURTHB=;EURTNDX=R;EURTWD=R
2025-11-12 10:00:00+00:00;4,24975;1,96075;8,23515;3,7028;102,5614;0,82035;149,49;1697,42;0,35545;10,7487;19,6;61,55;21,1662;68,4745;117,175;4,3393;37,607;3,3833;35,94145
2025-11-12 11:00:00+00:00;4,24945;1,96075;8,23465;3,7024;;0,8203;149,42;1697,245;0,3554;10,7483;19,595;61,54;21,1682;68,4725;117,175;4,3389;37,5725;3,38345;35,943
2025-11-13 10:00:00+00:00;4,2667;1,9608;8,2451;3,7186;103,0011;0,8236;150,085;1701,175;0,3563;10,7516;19,66;61,545;21,2163;68,3805;117,14;4,35665;37,515;3,41755;36,0971
2025-11-13 11:00:00+00:00;4,2656;1,96065;8,2449;3,7246;103,0168;0,8234;150,05;1701,955;0,35635;10,7466;19,545;61,535;21,2107;68,3685;117,135;4,3555;37,541;3,4167;36,1029
2025-11-14 10:00:00+00:00;4,2682;1,96055;8,2507;3,7598;103,1231;0,8239;150,6;1694,675;0,3564;10,7374;19,615;61,55;21,3264;68,618;117,175;4,3577;37,67525;3,4282;36,20135
2025-11-14 11:00:00+00:00;4,2658;1,96085;8,2464;3,7601;103,0273;0,82345;150,23;1694,18;0,35635;10,7277;19,605;61,545;21,3283;68,575;117,18;4,35525;37,6755;3,4145;36,21015
2025-11-17 10:00:00+00:00;4,2612;1,9607;8,24715;3,7456;102,8308;0,82255;150,18;1694,515;0,35585;10,7099;19,655;61,545;21,2445;68,389;117,165;4,3508;37,629;3,4267;36,1596
2025-11-17 11:00:00+00:00;4,259;1,9608;8,24275;3,7523;102,7913;0,8221;150,11;1696,495;0,35575;10,7044;19,645;61,54;21,246;68,3445;117,18;4,3485;37,6715;3,4262;36,16525
2025-11-18 10:00:00+00:00;4,2568;1,96075;8,242;3,7789;102,6981;0,8217;150,38;1699,135;0,35565;10,7083;19,67;61,545;21,3868;68,3595;117,175;4,3464;37,5865;3,41405;36,15805
2025-11-18 11:00:00+00:00;4,2543;1,96075;8,23665;3,7784;102,6147;0,8212;150,285;1697,15;0,35565;10,7042;19,655;61,55;21,3606;68,309;117,18;4,3438;37,555;3,40525;36,12585
2025-11-19 10:00:00+00:00;4,2513;1,9607;8,2302;3,7767;102,5449;0,8206;150,62;1699,795;0,3555;10,7159;19,69;61,55;21,22;68,2035;117,26;4,34085;37,508;3,4137;36,17145
2025-11-19 11:00:00+00:00;4,2495;1,9607;8,2278;3,7758;102,4762;0,8203;150,415;1699,49;0,35545;10,7145;19,68;61,545;21,2026;68,171;117,26;4,33885;37,524;3,41365;36,1616
2025-11-20 10:00:00+00:00;4,23405;1,96075;8,2025;3,7615;102,263;0,8174;149,815;1692,865;0,35425;10,7016;19,805;61,405;21,1467;68,075;117,255;4,32365;37,403;3,41045;35,9943
2025-11-20 11:00:00+00:00;4,2337;1,96075;8,2017;3,7549;102,2467;0,8172;149,845;1693,115;0,35425;10,7008;19,805;61,54;21,1494;68,048;117,28;4,3229;37,404;3,41475;36,01105
2025-11-21 10:00:00+00:00;4,2332;1,96085;8,19495;3,7945;103,1705;0,81715;149,2;1700,665;0,35415;10,7015;19,775;61,615;21,2621;67,9215;117,33;4,3225;37,4405;3,40965;36,21195
2025-11-21 11:00:00+00:00;4,2316;1,96085;8,19235;3,7904;103,2346;0,81685;149,485;1699,325;0,35395;10,7001;19,77;61,59;21,2498;67,874;117,33;4,32085;37,4555;3,4094;36,1863
2025-11-24 10:00:00+00:00;4,23605;1,96105;8,1969;3,7789;102,9062;0,8177;149,355;1706,025;0,3545;10,7016;19,855;61,615;21,2973;67,962;117,3;4,3256;37,4707;3,4253;36,28975
2025-11-24 11:00:00+00:00;4,2387;1,9607;8,2016;3,7855;;0,8182;149,97;1705,33;0,35475;10,6969;19,815;61,54;21,3107;67,9885;117,3;4,3284;37,5153;3,4111;36,3041
2025-11-25 10:00:00+00:00;4,236;1,9606;8,1741;3,7694;102,9021;0,8177;149,705;1690,65;0,35425;10,6939;19,79;61,535;21,3274;67,872;117,295;4,3258;37,266;3,40915;36,2371
2025-11-25 11:00:00+00:00;4,23785;1,96075;8,1758;3,7732;102,916;0,8181;149,54;1690,77;0,3544;10,6996;19,8;61,54;21,3146;67,8845;117,3;4,3276;37,2925;3,4183;36,2586
2025-11-26 10:00:00+00:00;4,25015;1,96085;8,19275;3,7998;103,3161;0,82055;149,985;1704,41;0,35535;10,7155;19,71;61,575;21,2931;68,0615;117,31;4,3407;37,299;3,4133;36,2675
2025-11-26 11:00:00+00:00;4,2503;1,96075;8,1936;3,7978;103,3037;0,82055;149,985;1706,45;0,35545;10,71615;19,71;61,575;21,2861;68,0905;117,305;4,3407;37,3055;3,41355;36,2501
2025-11-27 10:00:00+00:00;4,2522;1,96075;8,20015;3,7886;103,3909;0,82085;150,16;1692,785;0,35555;10,7061;19,65;61,54;21,2506;68,022;117,37;4,3425;37,3245;3,413;36,29775
2025-11-27 11:00:00+00:00;4,25475;1,96075;8,20575;3,793;103,5011;0,8213;150,605;1692,69;0,35575;10,7197;19,66;61,54;21,2519;68,0865;117,375;4,3451;37,34425;3,40585;36,31745
2025-11-28 10:00:00+00:00;4,2484;1,96035;8,1842;3,7695;103,4992;0,8201;150,085;1701,525;0,35525;10,7381;19,645;61,425;21,2287;67,7965;117,395;4,3394;37,23995;3,4117;36,3771
2025-11-28 11:00:00+00:00;4,2459;1,96015;8,1797;3,7711;103,3933;0,8196;149,705;1700,245;0,35505;10,7315;19,635;61,39;21,2027;67,8135;117,405;4,3367;37,2319;3,411;36,35735
2025-12-01 10:00:00+00:00;4,2681;1,96075;8,21855;3,7967;104,0832;0,8239;150,31;1707,945;0,3566;10,7474;19,715;61,71;21,2502;68,015;117,065;4,3612;37,1905;3,43335;36,493
2025-12-01 11:00:00+00:00;4,27065;1,96065;8,2243;3,7943;104,1236;0,8244;151,035;1708,28;0,3568;10,7505;19,725;61,75;21,2563;68,055;117,055;4,3638;37,181;3,4214;36,5127
2025-12-02 10:00:00+00:00;4,26405;1,96045;8,21015;3,7794;104,3449;0,8231;149,995;1704,28;0,35645;10,75;19,715;61,655;21,2636;68,024;117,36;4,358;37,1575;3,4324;36,4585
2025-12-02 11:00:00+00:00;4,2626;1,9609;8,20565;3,7764;104,4003;0,8228;150,05;1704,73;0,3563;10,74055;19,715;61,65;21,2547;68,0805;117,4;4,3566;37,1835;3,4323;36,4517
2025-12-03 10:00:00+00:00;4,2774;1,96075;8,22775;3,7751;105,0411;0,8257;150,76;1706,78;0,3575;10,7443;19,79;61,655;21,2698;68,6115;117,435;4,3705;37,186;3,43565;36,424
2025-12-03 11:00:00+00:00;4,28255;1,96055;8,23755;3,7791;105,1658;0,8267;151,345;1707,815;0,3578;10,7489;19,81;61,65;21,2872;68,691;117,455;4,37575;37,218;3,43685;36,4585
2025-12-04 10:00:00+00:00;4,2897;1,96095;8,2603;3,7779;105,0835;0,8281;151,075;1718,99;0,3584;10,7596;19,87;61,68;21,3263;68,938;117,52;4,3832;37,4195;3,4384;36,544
2025-12-04 11:00:00+00:00;4,2853;1,96075;8,25145;3,7757;;0,8272;150,975;1719,265;0,3579;10,7612;19,85;61,605;21,3116;68,8755;117,31;4,3787;37,378;3,42225;36,52275
2025-12-05 10:00:00+00:00;4,2809;1,96075;8,2402;3,7597;104,8888;0,8264;150,705;1715,235;0,3578;10,7549;19,835;61,595;21,2318;68,802;117,435;4,3742;37,1175;3,43635;36,41765
2025-12-05 11:00:00+00:00;4,27905;1,96095;8,2374;3,7592;104,8056;0,826;150,75;1715,575;0,35755;10,7474;19,825;61,61;21,2201;68,802;117,325;4,3723;37,111;3,43615;36,43695
2025-12-08 10:00:00+00:00;4,27825;1,96125;8,2344;3,7567;104,9393;0,8263;150,6;1709,62;0,35785;10,7561;19,75;61,655;21,1968;68,7745;117,365;4,3726;37,1025;3,4173;36,27225
2025-12-08 11:00:00+00:00;4,27915;1,96075;8,235;3,7483;;0,82605;150,59;1710,04;0,3578;10,757;19,755;61,67;21,1951;68,765;117,32;4,37355;37,1045;3,418;36,26025
2025-12-09 10:00:00+00:00;4,27995;1,96065;8,23165;3,7423;;0,8262;150,615;1710,475;0,3577;10,7648;19,79;61,695;21,266;69,181;117,455;4,3731;37,077;3,4201;36,2909
2025-12-09 11:00:00+00:00;4,27665;1,9608;8,22565;3,741;104,6352;0,82555;150,56;1709,165;0,3575;10,7705;19,77;61,65;21,2652;69,045;117,255;4,3698;37,052;3,41945;36,2769
2025-12-10 10:00:00+00:00;4,27275;1,96055;8,2188;3,7497;104,6573;0,8249;150,375;1710,62;0,3573;10,7502;19,805;61,5;21,1897;68,8475;117,44;4,3661;37,043;3,417;36,2892
2025-12-10 11:00:00+00:00;4,2732;1,9608;8,2185;3,7533;104,6622;0,8249;150,375;1710,6;0,3573;10,7518;19,805;61,555;21,1801;68,9285;117,455;4,3661;37,0495;3,4171;36,28685
2025-12-11 10:00:00+00:00;4,2977;1,96055;8,26085;3,764;105,7598;0,8296;151,185;1722,355;0,359;10,7581;19,93;61,955;21,2811;68,993;117,38;4,39135;37,1525;3,42665;36,56485
2025-12-11 11:00:00+00:00;4,2999;1,96085;8,26345;3,7604;;0,8301;151,495;1723,905;0,3592;10,76;19,94;61,985;21,2948;69,088;117,385;4,3936;37,1835;3,42835;36,5801
2025-12-12 10:00:00+00:00;4,30875;1,96075;8,2788;3,7576;106,0787;0,83175;;1729,765;0,3599;10,7799;19,83;61,57;21,1509;69,321;117,37;4,4024;37,049;3,4263;36,59525
2025-12-12 11:00:00+00:00;4,3073;1,96065;8,2746;3,7597;106,1206;0,8315;;1732,235;0,3598;10,79975;19,825;61,49;21,1572;69,254;117,26;4,40085;37,006;3,42245;36,5605
2025-12-15 10:00:00+00:00;4,3133;1,96085;8,2766;3,7711;106,5537;0,83265;151,97;1719,44;0,36005;10,7902;19,825;61,59;21,1059;69,2645;117,25;4,4065;36,908;3,4266;36,79045
2025-12-15 11:00:00+00:00;4,3126;1,96085;8,27545;3,7713;106,5555;0,83255;151,35;1720,23;0,36;10,7794;19,82;61,605;21,1123;69,194;117,23;4,4057;36,9145;3,42655;36,78535
2025-12-16 10:00:00+00:00;4,3189;1,9607;8,28035;3,7828;107,0421;0,83375;151,58;1735,01;0,36085;10,7619;19,805;61,665;21,1285;69,036;117,41;4,41135;37,0645;3,42255;36,97185
2025-12-16 11:00:00+00:00;4,3177;1,96055;8,2789;3,7839;106,9259;0,8335;151,535;1732,635;0,3604;10,7572;19,795;61,64;21,1071;68,9585;117,43;4,41005;37,0495;3,42305;36,94795
2025-12-17 10:00:00+00:00;4,30315;1,96075;8,2529;3,7752;105,8937;0,83065;151,07;1732,565;0,3595;10,7294;19,775;61,245;21,0528;68,76;117,385;4,39455;36,904;3,40185;36,8269
2025-12-17 11:00:00+00:00;4,30665;1,9609;8,2604;3,7781;105,9981;0,8314;151,095;1734,405;0,3599;10,733;19,785;61,3;21,0627;68,839;117,32;4,3985;36,951;3,40495;36,83295
2025-12-18 10:00:00+00:00;4,30455;1,96065;8,2531;3,7796;105,7908;0,83105;151,08;1730,02;0,3599;10,7253;19,765;61,27;21,1024;68,756;117,225;4,3964;36,885;3,40295;36,94105
2025-12-18 11:00:00+00:00;4,30595;1,96065;8,25555;3,7797;105,869;0,8313;151,13;1730,56;0,3601;10,7446;19,775;61,29;21,1128;68,7575;117,1;4,3974;36,8845;3,41895;36,9779
2025-12-19 10:00:00+00:00;4,3018;1,95785;8,2465;3,7587;;0,8304;150,975;1731,75;0,35995;10,7251;19,83;61,565;21,1219;68,7845;117,385;4,3931;36,858;3,4188;36,95995
2025-12-19 11:00:00+00:00;4,30345;1,9578;8,24965;3,7607;105,0389;0,83075;;1732,3;0,3601;10,7272;19,835;61,575;21,1222;68,792;117,385;4,3946;36,868;3,3962;36,96365
2025-12-22 10:00:00+00:00;4,3085;1,95795;8,2557;3,7601;105,172;0,8318;151,22;1737,08;0,3608;10,7436;19,86;61,575;21,1108;68,9455;117,405;4,3998;36,577;3,41045;36,97885
2025-12-22 11:00:00+00:00;4,30945;1,95785;8,258;3,7559;105,2606;0,8319;151,245;1737,25;0,36085;10,7445;19,865;61,565;21,1052;68,9495;117,405;4,4004;36,6;3,4103;36,9758
2025-12-23 10:00:00+00:00;4,33135;1,95795;8,28995;3,7666;105,7382;0,83615;152,025;1746,68;0,36215;10,7479;19,85;61,58;21,1669;69,3675;117,38;4,4236;36,7055;3,40445;37,13815
2025-12-23 11:00:00+00:00;4,33275;1,95775;8,2924;3,7635;105,6457;0,83645;152,07;1747,175;0,3622;10,753;19,855;61,565;21,1822;69,3975;117,385;4,4249;36,704;3,40465;37,1409
2025-12-24 10:00:00+00:00;4,33365;1,9579;8,2766;3,7553;105,946;0,83665;152,1;1707,885;0,3625;10,7547;19,795;61,71;21,1184;69,3295;117,38;4,4258;36,579;3,40465;37,04255
2025-12-24 11:00:00+00:00;4,33205;1,95775;8,27365;3,7524;105,8417;0,8363;152,165;1709,73;0,3623;10,7531;19,79;61,685;21,1027;69,2875;117,385;4,42415;36,577;3,4077;37,0379
2025-12-25 10:00:00+00:00;4,3282;1,9578;;3,7625;;0,83555;;;0,36195;;;;;;117,38;4,42005;;3,3942;
2025-12-25 11:00:00+00:00;4,3282;1,9578;8,2606;3,761;;0,83555;;1702,21;0,36195;;;;;;117,38;4,42005;;3,3942;
2025-12-26 10:00:00+00:00;4,32305;1,95785;8,2477;3,7582;;0,8345;;1701,59;0,36175;10,744;19,66;61,555;21,1028;69,173;117,38;4,41475;36,5705;3,4026;37,0112
2025-12-26 11:00:00+00:00;4,32455;1,9579;8,2516;3,7633;;0,8348;;1701,285;0,36185;10,74525;19,665;61,575;21,1089;69,168;117,38;4,4163;36,558;3,39525;36,99785
2025-12-29 10:00:00+00:00;4,32505;1,9578;8,2515;3,7655;105,9636;0,83495;151,8;1691,07;0,36215;10,7145;19,745;61,565;21,0872;69,3035;117,315;4,4168;37,0545;3,3951;36,9354
2025-12-29 11:00:00+00:00;4,3205;1,9579;8,24075;3,7633;105,7817;0,834;151,81;1688,335;0,36185;10,71395;19,725;61,565;21,0593;69,228;117,325;4,4121;37,016;3,40155;36,8786
2025-12-30 10:00:00+00:00;4,32265;1,9579;8,2252;3,7389;105,6362;0,83445;151,77;1703,23;0,3624;10,71345;19,76;61,56;21,1469;69,273;117,295;4,41405;37,082;3,3903;36,8872
2025-12-30 11:00:00+00:00;4,32415;1,95785;8,2297;3,7446;105,6147;0,83475;151,83;1699,285;0,36245;10,71025;19,76;61,57;21,1479;69,2935;117,305;4,41555;36,983;3,3907;36,8679
2025-12-31 10:00:00+00:00;4,3098;1,95785;8,20135;3,7293;105,4683;0,83205;151,44;1693,25;0,361;10,7093;19,75;61,57;21,0975;69,086;117,31;4,401;37,0275;3,3885;36,84435
2025-12-31 11:00:00+00:00;4,31125;1,958;8,20365;3,7414;105,5083;0,8323;151,43;1697,705;0,36135;10,7085;19,755;61,57;21,0913;69,13;117,315;4,4025;37,139;3,3889;36,81585
2026-01-01 10:00:00+00:00;;1,95785;;3,7389;;0,83275;;;;;;;;;117,3;4,405;;;
2026-01-01 11:00:00+00:00;;1,95785;;3,7357;;0,83275;;;;;;;;;117,3;4,405;;;
2026-01-02 10:00:00+00:00;4,3049;1,95775;;3,7226;105,7196;0,83105;151,2;1694,065;0,3603;10,7227;19,725;61,565;21,0238;68,9265;117,3;4,3957;36,8045;3,3869;36,8262
2026-01-02 11:00:00+00:00;4,3049;1,95785;;3,7239;105,7008;0,83105;151,2;1694,145;0,3603;10,7227;19,725;61,565;21,0145;69,0025;117,3;4,3957;36,788;3,3869;36,8215
2026-01-05 10:00:00+00:00;4,2908;1,95765;8,1601;3,7112;105,467;0,82825;150,705;1690,56;0,35915;10,7098;19,695;61,555;21,0447;69,022;117,2;4,3813;36,59385;3,3824;36,75505
2026-01-05 11:00:00+00:00;4,29355;1,9578;8,16685;3,6999;105,5034;0,8288;150,795;1692,055;0,35925;10,7139;19,71;61,575;21,0216;69,052;117,305;4,38415;36,5881;3,38265;36,7787
2026-01-06 10:00:00+00:00;4,3022;1,95795;8,18145;3,7004;105,6049;0,83045;151,1;1695,9;0,35995;10,7507;19,785;61,71;21,0336;69,35;117,305;4,393;36,608;3,38375;36,9077
2026-01-06 11:00:00+00:00;4,30125;1,95785;8,1799;3,71;105,5567;0,8303;151,065;1695,235;0,35985;10,7514;19,775;61,695;21,042;69,3165;117,3;4,392;36,602;3,3837;36,86935
2026-01-07 10:00:00+00:00;4,2923;1,95785;8,1722;3,7141;105,0374;0,82855;150,75;1689,89;0,357;10,7598;19,54;61,57;21,0121;69,341;117,3;4,38255;36,553;3,3815;36,7513
2026-01-07 11:00:00+00:00;4,293;1,95785;8,17275;3,712;105,0673;0,82865;150,775;1690,89;0,3571;10,7607;19,54;61,58;21,0078;69,3575;117,305;4,38315;36,6;3,3817;36,74475
2026-01-08 10:00:00+00:00;4,2895;1,95775;8,1554;3,7102;105,1268;0,828;150,66;1697,05;0,3569;10,7531;19,5;61,525;20,9852;69,1705;117,32;4,3794;36,81355;3,3818;36,8445
2026-01-08 11:00:00+00:00;4,2899;1,95795;8,15505;3,711;105,0216;0,8281;150,6;1696,795;0,35695;10,7589;19,505;61,535;20,9833;69,167;117,32;4,3798;36,7713;3,36415;36,8558
2026-01-09 10:00:00+00:00;4,2765;1,95795;8,13045;3,6885;104,9807;0,8255;150,665;1698,315;0,3558;10,7512;19,735;61,62;20,9718;68,931;117,32;4,36625;36,593;3,3525;36,78605
2026-01-09 11:00:00+00:00;4,2776;1,95785;8,1326;3,6884;104,9882;0,8257;150,23;1698,905;0,3559;10,7444;19,74;61,635;20,9784;69,0125;117,32;4,3674;36,615;3,3727;36,79785
2026-01-12 10:00:00+00:00;4,2908;1,95785;8,14605;3,689;105,3336;0,82825;150,69;1716,26;0,3572;10,7599;19,68;61,595;20,9266;69,2125;117,35;4,3809;36,4872;3,37655;36,9665
2026-01-12 11:00:00+00:00;4,2921;1,95795;8,14845;3,6857;;0,8285;151,205;1713,37;0,35735;10,7517;19,69;61,565;20,9198;69,2185;117,355;4,3822;36,5244;3,37665;36,97175
2026-01-13 10:00:00+00:00;4,28805;1,95795;8,1439;3,6655;105,2988;0,8277;150,6;1719,305;0,357;10,7475;19,915;61,575;20,9032;69,2525;117,335;4,3782;36,73965;3,36055;36,8739
2026-01-13 11:00:00+00:00;4,2849;1,95785;8,13935;3,6718;;0,82715;150,49;1718,835;0,35675;10,7377;19,895;61,565;20,8924;69,2175;117,35;4,375;36,6985;3,3754;36,85755
2026-01-14 10:00:00+00:00;4,279;1,9577;8,12295;3,6662;105,2009;0,82595;150,285;1715,52;0,35625;10,729;19,915;61,555;20,7543;69,2455;117,375;4,3691;36,6276;3,3647;36,82915
2026-01-14 11:00:00+00:00;4,2807;1,95795;8,1263;3,6761;105,3046;0,8263;150,345;1719,575;0,3564;10,7305;19,925;61,565;20,7719;69,3565;117,39;4,3708;36,6417;3,36525;36,869
2026-01-15 10:00:00+00:00;4,27385;1,95805;8,1086;3,6717;105,0823;0,825;;1706,925;0,35585;10,7206;19,91;61,57;20,7004;69,1485;117,375;4,364;36,5315;3,36295;36,73645
2026-01-15 11:00:00+00:00;4,27325;1,95775;8,10725;3,672;105,0202;0,825;;1704,575;0,3558;10,7152;19,91;61,565;20,7009;69,156;117,37;4,3637;36,485;3,3734;36,70535
2026-01-16 10:00:00+00:00;4,2642;1,9578;8,09095;3,6446;;0,8231;149,765;1710,26;0,355;10,7007;19,905;61,57;20,5133;68,923;117,34;4,3537;36,457;3,3652;36,7023
2026-01-16 11:00:00+00:00;4,2658;1,95805;8,09365;3,6421;105,4905;0,82345;149,81;1711,54;0,35515;10,7021;19,915;61,575;20,5051;68,962;117,39;4,3554;36,4825;3,35785;36,7072
2026-01-19 10:00:00+00:00;4,2694;1,95785;8,09435;3,6775;105,6796;0,82415;150,415;1714,79;0,3555;10,7084;19,855;61,59;20,5109;69,116;117,31;4,359;36,331;3,36655;36,68535
2026-01-19 11:00:00+00:00;4,26925;1,95765;8,0942;3,6796;105,7218;0,82415;150,415;1712,53;0,3555;10,7084;19,855;61,59;20,5204;69,1005;117,31;4,359;36,33085;3,3664;36,6726
2026-01-20 10:00:00+00:00;4,3081;1,95805;8,1628;3,7286;106,666;0,83155;151,3;1734,25;0,35855;10,7431;19,98;61,57;20,68;69,6655;117,56;4,3984;36,44785;3,37735;37,08245
2026-01-20 11:00:00+00:00;4,3088;1,9578;8,16395;3,7238;;0,83175;151,33;1730,935;0,3586;10,7441;19,98;61,64;20,6837;69,708;117,37;4,3991;36,4275;3,37765;37,09925
2026-01-21 10:00:00+00:00;4,2989;1,95775;8,15215;3,7096;107,332;0,82985;150,98;1719,775;0,3576;10,74;19,84;61,635;20,5344;69,3435;117,4;4,389;36,382;3,371;37,0139
2026-01-21 11:00:00+00:00;4,2996;1,95785;8,1532;3,7101;107,3563;0,82995;151,015;1719,015;0,3577;10,7409;19,84;61,635;20,5346;69,3525;117,395;4,38975;36,42325;3,37935;37,01205
2026-01-22 10:00:00+00:00;4,295;1,9577;8,14645;3,6713;107,1543;0,8291;150,85;1717,685;0,3574;10,7313;19,96;61,635;20,4179;69,173;117,395;4,3851;36,7065;3,36985;37,0076
2026-01-22 11:00:00+00:00;4,2952;1,95775;8,15595;3,67;;0,8291;150,85;1717,535;0,3574;10,7313;19,96;61,64;20,4351;69,1565;117,405;4,38525;36,649;3,37;36,9834
2026-01-23 10:00:00+00:00;4,3103;1,95785;8,1723;3,6869;107,8872;0,83205;151,32;1721,825;0,3587;10,746;19,975;61,705;20,4843;69,364;117,4;4,4006;36,5956;3,3816;37,04975
2026-01-23 11:00:00+00:00;4,31045;1,95795;8,1739;3,688;107,8136;0,83205;151,385;1722,185;0,3587;10,7453;19,975;61,71;20,477;69,326;117,4;4,4008;36,6315;3,37285;37,0713
2026-01-26 10:00:00+00:00;4,35805;1,95795;8,25195;3,7268;108,7177;0,84125;153,06;1705,6;0,36195;10,7803;20,015;61,64;20,6179;69,9685;117,405;4,4493;36,8719;3,39215;37,29765
2026-01-26 11:00:00+00:00;4,3562;1,95785;8,24875;3,7211;108,6762;0,84085;152,995;1707,175;0,3618;10,7712;20,005;61,645;20,5996;69,9725;117,405;4,4474;36,8401;3,379;37,30565
2026-01-27 10:00:00+00:00;4,3659;1,95785;8,2676;3,6936;109,0225;0,84275;153,335;1716,335;0,3626;10,7825;20,04;61,645;20,589;70,2115;117,395;4,4573;36,88975;3,38185;37,3914
2026-01-27 11:00:00+00:00;4,36595;1,95755;8,26835;3,695;108,9479;0,8429;153,37;1715,965;0,36265;10,7914;20,045;61,66;20,6036;70,2305;117,395;4,4581;36,87215;3,3818;37,3549
2026-01-28 10:00:00+00:00;4,40375;1,95805;8,3275;3,7093;110,0278;0,8501;154,665;1714,055;0,3654;10,8204;20,105;61,86;20,5809;70,4075;117,4;4,4966;37,2274;3,40245;37,5643
2026-01-28 11:00:00+00:00;4,40265;1,95775;8,3279;3,7047;110,0405;0,8498;154,635;1713,47;0,3653;10,8196;20,1;61,64;20,5804;70,397;117,405;4,49545;37,2526;3,3902;37,5717
2026-01-29 10:00:00+00:00;4,39145;1,95785;8,3052;3,6866;109,9479;0,84765;154,17;1712,29;0,36435;10,8209;20,11;61,59;20,5068;70,523;117,405;4,4841;37,2788;3,3873;37,53825
2026-01-29 11:00:00+00:00;4,3863;1,95775;8,2957;3,6867;109,8799;0,8467;154,045;1715,49;0,3639;10,8189;20,085;61,52;20,5118;70,446;117,4;4,47885;37,3335;3,3863;37,5767
2026-01-30 10:00:00+00:00;4,3735;1,9573;8,28105;3,6935;109,5831;0,8443;153,64;1721,205;0,3629;10,8265;20,03;61,66;20,6473;70,1965;117,38;4,4665;37,4643;3,37865;37,49745
2026-01-30 11:00:00+00:00;4,3783;1,95795;8,2878;3,6903;109,614;0,84525;153,725;1719,31;0,3633;10,83075;20,05;61,655;20,6256;70,199;117,4;4,4714;37,41565;3,38535;37,50985
2026-02-02 10:00:00+00:00;4,3573;1,9583;;3,6768;108,5626;0,84105;153,025;1723,195;0,3622;10,81125;20,085;61,665;20,6495;69,83;117,435;4,4493;37,451;3,37895;37,442
2026-02-02 11:00:00+00:00;4,35895;1,95765;8,2404;3,6857;108,6525;0,8414;153,095;1723,175;0,3623;10,8155;20,09;61,68;20,6751;69,8085;117,435;4,4507;37,4665;3,3802;37,48825
2026-02-03 10:00:00+00:00;4,33145;1,95795;8,18285;3,6468;106,459;0,83615;152,075;1710,495;0,36025;10,8101;19,975;61,66;20,4555;69,7455;117,45;4,4229;37,1849;3,37105;37,25485
2026-02-03 11:00:00+00:00;4,3291;1,95795;8,179;3,6464;106,3552;0,8357;152,01;1709,52;0,36005;10,801;19,965;61,66;20,4562;69,6795;117,445;4,4204;37,21;3,37065;37,2261
2026-02-04 10:00:00+00:00;4,34055;1,95775;8,2052;3,6513;;0,83785;152,45;1720,295;0,36095;10,8222;19,995;61,675;20,3933;69,6715;117,415;4,4317;37,38625;3,3771;37,30785
2026-02-04 11:00:00+00:00;4,3393;1,958;8,2027;3,6495;;0,83765;152,4;1721,585;0,36085;10,8208;19,99;61,66;20,4012;69,6895;117,41;4,4304;37,36175;3,37705;37,3204
2026-02-05 10:00:00+00:00;4,3279;1,9579;8,1788;3,6693;106,4389;0,83545;151,935;1726,61;0,3601;10,82205;20,025;61,665;20,4661;69,1745;117,25;4,41875;37,48015;3,37675;37,35445
2026-02-05 11:00:00+00:00;4,32935;1,95785;8,18315;3,6672;106,4827;0,83565;151,99;1727,59;0,3602;10,8199;20,035;61,65;20,4685;69,1995;117,29;4,42025;37,4149;3,38585;37,37305
2026-02-06 10:00:00+00:00;4,33155;1,95805;8,18235;3,6875;106,9058;0,83615;152,6;1729,26;0,3604;10,8284;20,11;61,66;20,4674;69,0325;117,395;4,4225;37,31735;3,3774;37,35195
2026-02-06 11:00:00+00:00;4,3312;1,95785;8,1837;3,6869;106,9081;0,83605;152,59;1729,91;0,3604;10,8205;20,105;61,655;20,4605;69,0445;117,375;4,4221;37,322;3,38625;37,3547
2026-02-09 10:00:00+00:00;4,35735;1,95785;8,21565;3,6842;107,6706;0,84105;153,03;1739,175;0,3624;10,8403;20,15;61,66;20,4681;69,4585;117,36;4,4491;37,053;3,3844;37,4942
2026-02-09 11:00:00+00:00;4,3555;1,95755;8,2132;3,6828;107,5913;0,84075;152,97;1741,23;0,3623;10,84605;20,14;61,655;20,4703;69,3625;117,365;4,4472;37,078;3,38385;37,51395
2026-02-10 10:00:00+00:00;4,3768;1,95795;8,237;3,6776;107,9255;0,84485;153,715;1739,68;0,3636;10,8554;20,17;61,66;20,4992;69,748;117,315;4,4693;37,1265;3,3876;37,59855
2026-02-10 11:00:00+00:00;4,3746;1,9578;;3,6732;107,8609;0,84445;153,64;1740,61;0,3634;10,8412;20,16;61,655;20,4816;69,6985;117,38;4,4671;37,089;3,39585;37,5439
2026-02-11 10:00:00+00:00;4,37755;1,9578;8,23655;3,6692;108,0816;0,84495;153,74;1727,99;0,36355;10,8481;20,14;61,66;20,4423;69,415;117,315;4,4697;37,041;3,38465;37,4082
2026-02-11 11:00:00+00:00;4,37825;1,9578;8,23875;3,6688;108,0427;0,84515;153,77;1726,615;0,3636;10,8485;20,14;61,64;20,4307;69,4495;117,315;4,4705;37,0;3,385;37,4014
