Timestamp;EUR=TRB;EURGBP=TRB;EURCHF=TRB;EURCZK=TRB;EURHUF=TRB;EURPLN=TRB;EURAUD=TRB;EURCAD=TRB;EURDKK=TRB;EURHKD=TRB;EURJPY=TRB;EURNOK=TRB;EURNZD=TRB;EURRON=TRB;EURSEK=TRB;EURSGD=TRB;EURTRY=TRB;EURZAR=TRB
2025-10-06 10:00:00+00:00;1,16665;0,86835;0,93195;24,308;388,85;4,2543;1,76855;1,62785;7,4664;9,0803;175,44;11,626;2,0062;5,0884;10,9845;1,5096;48,6467;20,1503
2025-10-06 11:00:00+00:00;1,16635;0,869;0,93135;24,314;389,36;4,2533;1,7688;1,6277;7,4667;9,0788;175,31;11,6225;2,0058;5,0891;10,9879;1,5094;48,6253;20,1356
2025-10-07 10:00:00+00:00;1,1667;0,8679;0,93095;24,333;392,15;4,2557;1,7692;1,628;7,4656;9,0812;175,88;11,6039;2,0071;5,0919;10,9455;1,508;48,6556;20,0514
2025-10-07 11:00:00+00:00;1,16725;0,8694;0,9307;24,335;392,18;4,2544;1,7706;1,6285;7,4663;9,0852;175,995;11,606;2,0092;5,0917;10,9411;1,5089;48,688;20,0663
2025-10-08 10:00:00+00:00;1,16095;0,86615;0,9299;24,379;392,93;4,2524;1,76965;1,62025;7,4666;9,0363;177,615;11,6111;2,0153;5,096;10,9552;1,5055;48,4318;19,9498
2025-10-08 11:00:00+00:00;1,1634;0,8674;0,93035;24,362;392,5;4,2517;1,7692;1,6224;7,4666;9,0544;177,705;11,6183;2,015;5,096;10,9567;1,5071;48,5326;19,9674
2025-10-09 10:00:00+00:00;1,16255;0,8684;0,93095;24,313;390,705;4,2534;1,7626;1,6212;7,4668;9,0452;177,33;11,6236;2,0114;5,0944;10,994;1,5059;;19,8823
2025-10-09 11:00:00+00:00;1,1618;0,8694;0,93015;24,323;391,375;4,254;1,7616;1,6203;7,4668;9,0393;177,36;11,6249;2,0103;5,0939;10,9864;1,5053;;19,8635
2025-10-10 10:00:00+00:00;1,15735;0,8708;0,93255;24,315;390,415;4,2588;1,7663;1,62245;7,467;9,006;176,835;11,6845;2,0128;5,0925;11,0216;1,5029;48,4051;19,9571
2025-10-10 11:00:00+00:00;1,15715;0,8722;0,9327;24,301;390,4;4,2585;1,76625;1,62215;7,467;9,0052;176,74;11,6893;2,0129;5,093;11,0236;1,5026;48,3973;19,9423
2025-10-13 10:00:00+00:00;1,1595;0,86935;0,93125;24,33;392,255;4,2618;1,7775;1,6232;7,4677;9,0165;176,43;11,6739;2,0223;5,0895;11,0219;1,5049;48,4727;20,0551
2025-10-13 11:00:00+00:00;1,1586;0,86825;0,9313;24,34;392,19;4,26;1,77675;1,6222;7,468;9,0098;176,245;11,6724;2,0216;5,0902;11,0178;1,5041;48,4359;20,0562
2025-10-14 10:00:00+00:00;1,15555;0,8711;0,92935;24,332;392,62;4,2616;1,79195;1,6257;7,4681;8,9841;175,765;11,7569;2,0324;5,0879;11,0071;1,5034;48,3366;20,173
2025-10-14 11:00:00+00:00;1,15515;0,87095;0,9289;24,323;393,3;4,2629;1,7925;1,62595;7,4684;8,9817;175,54;11,7796;2,0316;5,0891;11,0373;1,5035;48,3225;20,2105
2025-10-15 10:00:00+00:00;1,16325;0,87145;0,9309;24,263;390,34;4,2554;1,78345;1,63285;7,4686;9,0449;176,075;11,7432;2,0303;5,0883;11,0327;1,5073;48,6797;20,1328
2025-10-15 11:00:00+00:00;1,1627;0,86995;0,9308;24,273;390,55;4,2574;1,78265;1,63205;7,4686;9,0372;175,975;11,7276;2,0295;5,0886;11,0281;1,5069;48,6483;20,1176
2025-10-16 10:00:00+00:00;1,1658;0,8678;0,92845;24,312;389,89;4,2514;1,7916;1,63655;7,4689;9,0601;176,36;11,7457;2,0319;5,0878;11,0281;1,5104;48,7875;20,2112
2025-10-16 11:00:00+00:00;1,1655;0,86775;0,92895;24,287;389,74;4,2494;1,7908;1,63625;7,4689;9,0593;176,19;11,7335;2,0313;5,0875;11,0066;1,51;48,7904;20,1708
2025-10-17 10:00:00+00:00;1,17;0,871;0,9234;24,321;390,695;4,2536;1,8092;1,6424;7,4692;9,0886;175,13;11,7912;2,0426;5,0889;11,0614;1,5144;49,0752;20,4032
2025-10-17 11:00:00+00:00;1,169;0,8703;0,92365;24,307;390,905;4,2531;1,80405;1,6404;7,4691;9,0801;175,28;11,77;2,0391;5,0883;11,0586;1,5135;49,0312;20,3753
2025-10-20 10:00:00+00:00;1,1662;0,8683;0,92465;24,298;389,745;4,2433;1,796;1,6363;7,4683;9,0599;175,84;11,7288;2,035;5,0887;10,9936;1,5094;48,9257;20,1847
2025-10-20 11:00:00+00:00;1,1652;0,8691;0,92385;24,294;389,665;4,2451;1,7956;1,63505;7,4684;9,0529;175,575;11,7289;2,0344;5,0896;10,989;1,5087;48,8878;20,2019
2025-10-21 10:00:00+00:00;1,16215;0,8683;0,9234;24,313;389,48;4,2358;1,7914;1,63325;7,4689;9,0309;176,405;11,6934;2,0332;5,0829;10,9527;1,5072;48,7756;20,1233
2025-10-21 11:00:00+00:00;1,1618;0,8681;0,9231;24,32;389,55;4,2381;1,7906;1,63245;7,4689;9,0287;176,49;11,6814;2,0321;5,0831;10,9364;1,5072;48,7603;20,1117
2025-10-22 10:00:00+00:00;1,15935;0,8705;0,92315;24,299;389,245;4,2334;1,78485;1,62445;7,4691;9,008;176,0;11,6439;2,0177;5,0827;10,9423;1,5055;48,6733;20,2286
2025-10-22 11:00:00+00:00;1,1587;0,8704;0,92335;24,31;389,295;4,2321;1,7857;1,62445;7,4693;9,0033;175,94;11,6452;2,0183;5,0826;10,9364;1,5054;48,6387;20,2504
2025-10-23 10:00:00+00:00;1,15925;0,8685;0,9251;24,309;390,52;4,2347;1,78015;1,62215;7,4693;9,0094;176,89;11,5782;2,0168;5,0825;10,9162;1,5063;48,6729;20,1272
2025-10-23 11:00:00+00:00;1,15875;0,8688;0,92515;24,308;390,575;4,2341;1,78135;1,62165;7,4693;9,0051;177,005;11,5788;2,018;5,0823;10,9187;1,5063;48,6494;20,1195
2025-10-24 10:00:00+00:00;1,1612;0,87155;0,9244;24,334;389,775;4,2353;1,7876;1,6279;7,4697;9,0226;177,625;11,6192;2,0227;5,0833;10,8996;1,5087;48,743;20,1541
2025-10-24 11:00:00+00:00;1,1612;0,87205;0,92495;24,335;389,745;4,242;1,7875;1,62835;7,4698;9,0223;177,64;11,6203;2,0226;5,0828;10,9016;1,5092;48,7371;20,148
2025-10-27 10:00:00+00:00;1,16365;0,8721;0,9264;24,314;389,695;4,2349;1,77475;1,62605;7,4695;9,0393;177,775;11,6439;2,0195;5,0845;10,9099;1,5087;48,8042;20,0432
2025-10-27 11:00:00+00:00;1,16415;0,87245;0,9268;24,317;389,325;4,2344;1,7758;1,6273;7,4695;9,0427;177,83;11,656;2,0204;5,0846;10,9229;1,5092;48,8054;20,028
2025-10-28 10:00:00+00:00;1,1657;0,8753;0,9249;24,323;388,46;4,2346;1,77775;1,6315;7,4695;9,0573;177,07;11,6651;2,0193;5,084;10,9264;1,5092;48,9218;20,1078
2025-10-28 11:00:00+00:00;1,16635;0,8754;0,92565;24,319;388,395;4,2369;1,77815;1,63225;7,4692;9,0629;177,15;11,6633;2,0198;5,0846;10,9246;1,51;48,9493;20,1021
2025-10-29 10:00:00+00:00;1,1642;0,8806;0,9269;24,322;388,355;4,2376;1,7639;1,6231;7,4688;9,0462;177,205;11,6463;2,0132;5,0824;10,9083;1,5072;48,8311;19,8989
2025-10-29 11:00:00+00:00;1,1648;0,8812;0,92725;24,321;388,2;4,2388;1,76455;1,62335;7,4688;9,0509;177,32;11,6383;2,0131;5,0825;10,8972;1,5077;48,8688;19,9167
2025-10-30 10:00:00+00:00;1,16165;0,8808;0,928;24,356;388,45;4,2421;1,76855;1,62035;7,4677;9,0238;178,665;11,6654;2,0145;5,0858;10,9318;1,5088;48,7751;20,0327
2025-10-30 11:00:00+00:00;1,16045;0,88075;0,92845;24,352;388,37;4,2432;1,76745;1,61945;7,4677;9,0146;178,685;11,6631;2,0136;5,086;10,9368;1,5083;48,7105;20,0444
2025-10-31 10:00:00+00:00;1,1575;0,8806;0,928;24,323;388,145;4,2544;1,76955;1,62105;7,4677;8,995;178,39;11,6647;2,0223;5,0844;10,9273;1,5054;48,6765;20,0468
2025-10-31 11:00:00+00:00;1,1571;0,88125;0,92835;24,322;387,97;4,2566;1,76885;1,6212;7,4676;8,9921;178,325;11,672;2,0214;5,0854;10,9278;1,5052;48,665;20,0639
2025-11-03 10:00:00+00:00;1,1516;0,87745;0,9296;24,341;387,025;4,2526;1,75905;1,6167;7,4679;8,9523;177,525;11,6497;2,0148;5,0863;10,943;1,501;48,4337;19,9359
2025-11-03 11:00:00+00:00;1,1514;0,87695;0,93005;24,334;387,11;4,2526;1,7592;1,6172;7,4679;8,9503;177,515;11,6556;2,0144;5,0862;10,9459;1,5013;48,4312;19,9241
2025-11-04 10:00:00+00:00;1,1501;0,88045;0,9301;24,355;388,345;4,2579;1,77105;1,61845;7,4657;8,9415;176,5;11,7315;2,0318;5,0863;10,9647;1,5015;48,4115;20,0949
2025-11-04 11:00:00+00:00;1,15055;0,88;0,9299;24,351;388,28;4,2562;1,76925;1,61885;7,4657;8,9448;176,68;11,7312;2,0301;5,0864;10,9709;1,5018;48,4282;20,0606
2025-11-05 10:00:00+00:00;1,14845;0,881;0,93095;24,356;387,62;4,2594;1,77225;1,62235;7,4655;8,9293;176,515;11,7299;2,0339;5,0852;11,0022;1,5008;48,3774;20,0884
2025-11-05 11:00:00+00:00;1,1484;0,8816;0,931;24,354;387,57;4,2591;1,7724;1,62285;7,4654;8,9287;176,415;11,7394;2,0346;5,0853;11,0099;1,501;48,3523;20,0793
2025-11-06 10:00:00+00:00;1,1512;0,88025;0,93125;24,37;386,595;4,2565;1,76755;1,62275;7,4664;8,9513;176,98;11,7108;2,0336;5,0855;10,9791;1,5029;48,4929;20,0042
2025-11-06 11:00:00+00:00;1,1511;0,87995;0,93155;24,358;386,65;4,2568;1,7687;1,62245;7,4663;8,9498;176,97;11,7121;2,0344;5,0848;10,9871;1,5026;48,4851;19,9964
2025-11-07 10:00:00+00:00;1,15375;0,8809;0,93235;24,348;386,205;4,2483;1,7802;1,62865;7,4665;8,9737;177,06;11,7823;2,0546;5,0856;11,0441;1,504;48,6864;20,0017
2025-11-07 11:00:00+00:00;1,155;0,88115;0,9323;24,342;385,515;4,2497;1,7809;1,62985;7,4664;8,9825;177,1;11,7837;2,0555;5,086;11,0414;1,505;48,7538;20,0046
2025-11-10 10:00:00+00:00;1,15675;0,87825;0,93235;24,29;383,17;4,235;1,7698;1,6209;7,4673;8,9914;178,34;11,6847;2,0483;5,0842;10,9897;1,5068;48,8494;19,8818
2025-11-10 11:00:00+00:00;1,1562;0,87855;0,9321;24,288;383,355;4,2333;1,77005;1,6209;7,4671;8,9888;178,25;11,6953;2,0489;5,0852;10,9955;1,5066;48,8263;19,884
2025-11-11 10:00:00+00:00;1,1567;0,8808;0,92885;24,298;386,04;4,2342;1,774;1,62305;7,4679;8,9905;178,5;11,678;2,0495;5,0844;10,9812;1,5065;48,8584;19,8505
2025-11-11 11:00:00+00:00;1,1574;0,88095;0,92825;24,283;385,625;4,2317;1,77435;1,62375;7,4679;8,9972;178,515;11,6801;2,0503;5,0845;10,9812;1,5068;48,8791;19,8641
2025-11-12 10:00:00+00:00;1,15705;0,88215;0,92465;24,245;385,47;4,2314;1,7709;1,6218;7,4675;8,9913;179,15;11,6381;2,0457;5,085;10,9356;1,5086;48,8814;19,8265
2025-11-12 11:00:00+00:00;1,15695;0,88155;0,92505;24,256;385,38;4,2295;1,77115;1,62165;7,4671;8,9912;179,185;11,6383;2,0454;5,0844;10,9303;1,5085;48,8777;19,8241
2025-11-13 10:00:00+00:00;1,16165;0,88295;0,92405;24,21;384,0;4,2307;1,76735;1,62515;7,4674;9,0272;179,53;11,6729;2,0471;5,0837;10,9258;1,5106;49,084;19,721
2025-11-13 11:00:00+00:00;1,16135;0,88295;0,92395;24,213;383,85;4,2303;1,7683;1,62515;7,4675;9,0244;179,63;11,6754;2,048;5,0837;10,9299;1,5108;49,0624;19,7147
2025-11-14 10:00:00+00:00;1,16205;0,88315;0,92065;24,188;384,69;4,2277;1,78215;1,6309;7,4679;9,0329;179,765;11,7156;2,0478;5,0845;10,9907;1,5127;49,1979;19,8722
