Timestamp;EURUSDFIXMP=WM;EURCHFFIXMP=WM;EURJPYFIXMP=WM;EURGBPFIXMP=WM;EURCZKFIXMP=WM;EURHUFFIXMP=WM
2026-03-04 10:00:00;1,16085;0,9095;182,4914;0,86885;24,3715;385,825
2026-03-04 11:00:00;1,16345;0,9088;183,0049;0,86965;24,3525;384,875
2026-03-05 10:00:00;1,16235;0,90535;182,6691;0,87025;24,3905;386,25
2026-03-05 11:00:00;1,16125;0,90595;182,66465;0,86995;24,3885;386,025
2026-03-06 10:00:00;1,15745;0,9053;182,7498;0,8687;24,389;391,325
2026-03-06 11:00:00;1,1579;0,90495;182,78035;0,8679;24,384;392,615
2026-03-09 10:00:00;1,15555;0,90055;183,06225;0,86615;24,4235;397,025
2026-03-09 11:00:00;1,15605;0,90015;183,1877;0,86645;24,4155;397,925
2026-03-10 10:00:00;1,16515;0,90375;183,7034;0,86575;24,36;384,925
2026-03-10 11:00:00;1,16385;0,9037;183,63805;0,86525;24,3615;386,225
2026-03-11 10:00:00;1,15935;0,90265;183,7338;0,8641;24,4045;388,125
2026-03-11 11:00:00;1,16075;0,90355;183,74095;0,86325;24,379;386,15
2026-03-12 10:00:00;1,156;0,90225;183,5034;0,8631;24,3955;387,525
2026-03-12 11:00:00;1,15575;0,9025;183,44065;0,86285;24,402;387,625
2026-03-13 10:00:00;1,14545;0,9031;182,6764;0,86355;24,437;392,3
2026-03-13 11:00:00;1,14595;0,90315;182,6702;0,8642;24,436;391,975
2026-03-16 10:00:00;1,14495;0,90365;182,41915;0,8642;24,438;391,65
2026-03-16 11:00:00;1,14745;0,90445;182,71995;0,86455;24,431;390,225
2026-03-17 10:00:00;1,1513;0,90585;183,22365;0,8634;24,447;390,75
2026-03-17 11:00:00;1,1506;0,90535;183,0777;0,86355;24,4585;391,125
2026-03-18 10:00:00;1,15385;0,9072;183,3814;0,8637;24,432;388,625
2026-03-18 11:00:00;1,15405;0,907;183,5055;0,86405;24,4445;389,55
2026-03-19 10:00:00;1,148;0,91125;182,687;0,8639;24,487;392,5
2026-03-19 11:00:00;1,1475;0,91275;182,59595;0,8641;24,506;392,725
2026-03-20 10:00:00;1,15475;0,9105;183,43785;0,86295;24,5085;393,43
2026-03-20 11:00:00;1,156;0,91115;183,45725;0,86395;24,5135;393,175
2026-03-23 10:00:00;1,14935;0,9115;183,39605;0,86635;24,5285;394,8
2026-03-23 11:00:00;1,1488;0,91185;183,3657;0,8662;24,5195;394,025
2026-03-24 10:00:00;1,15955;0,91215;183,9452;0,86505;24,48;389,49
2026-03-24 11:00:00;1,159;0,91295;183,9391;0,865;24,4875;389,8
2026-03-25 10:00:00;1,1599;0,91645;184,2965;0,86605;24,4285;388,925
2026-03-25 11:00:00;1,1605;0,91555;184,3918;0,8653;24,422;389,225
2026-03-26 10:00:00;1,15585;0,91555;184,36385;0,86565;24,4655;387,825
2026-03-26 11:00:00;1,15575;0,9154;184,319;0,86545;24,4665;388,2
2026-03-27 10:00:00;1,1519;0,9185;184,14275;0,8657;24,527;389,175
2026-03-27 11:00:00;1,1511;0,91805;184,0897;0,86545;24,5475;389,675
2026-03-30 10:00:00;1,14945;0,91905;183,4752;0,86845;24,541;390,0
2026-03-30 11:00:00;1,14895;0,9185;183,3609;0,86845;24,5445;389,525
2026-03-31 10:00:00;1,1468;0,918;183,0981;0,8678;24,5245;386,275
2026-03-31 11:00:00;1,14595;0,918;183,04835;0,86825;24,526;385,75
2026-04-01 10:00:00;1,15955;0,9196;184,0322;0,8721;24,5145;382,35
2026-04-01 11:00:00;1,16;0,91915;183,8948;0,87205;24,51;381,95
2026-04-02 10:00:00;1,1525;0,92175;183,92175;0,87305;24,5335;383,525
